DrugBank ID,Name,Type,UniProt ID,UniProt Name
DB01355,Hexobarbital,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1
DB01357,Mestranol,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01357,Mestranol,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB01357,Mestranol,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB01359,Penbutolol,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB01364,Ephedrine,SmallMoleculeDrug,P06276,Cholinesterase
DB01364,Ephedrine,SmallMoleculeDrug,P22303,Acetylcholinesterase
DB01367,Rasagiline,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB01369,Quinupristin,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01380,Cortisone acetate,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01380,Cortisone acetate,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB01384,Paramethasone,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01384,Paramethasone,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB01388,Mibefradil,SmallMoleculeDrug,P15538,"Cytochrome P450 11B1, mitochondrial"
DB01388,Mibefradil,SmallMoleculeDrug,P19099,"Cytochrome P450 11B2, mitochondrial"
DB01388,Mibefradil,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01388,Mibefradil,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB01388,Mibefradil,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB01388,Mibefradil,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB01388,Mibefradil,SmallMoleculeDrug,P24462,Cytochrome P450 3A7
DB01392,Yohimbine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB01392,Yohimbine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01393,Bezafibrate,SmallMoleculeDrug,P04798,Cytochrome P450 1A1
DB01393,Bezafibrate,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB01393,Bezafibrate,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01394,Colchicine,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB01394,Colchicine,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB01394,Colchicine,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB01394,Colchicine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01395,Drospirenone,SmallMoleculeDrug,P35354,Prostaglandin G/H synthase 2
DB01395,Drospirenone,SmallMoleculeDrug,P27169,Serum paraoxonase/arylesterase 1
DB01395,Drospirenone,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01396,Digitoxin,SmallMoleculeDrug,P05108,"Cholesterol side-chain cleavage enzyme, mitochondrial"
DB01396,Digitoxin,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01400,Neostigmine,SmallMoleculeDrug,P06276,Cholinesterase
DB01403,Methotrimeprazine,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB01403,Methotrimeprazine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB01405,Temafloxacin,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB01406,Danazol,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01406,Danazol,SmallMoleculeDrug,P11511,Aromatase
DB01407,Clenbuterol,SmallMoleculeDrug,P04798,Cytochrome P450 1A1
DB01408,Bambuterol,SmallMoleculeDrug,P06276,Cholinesterase
DB01409,Tiotropium,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB01409,Tiotropium,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01410,Ciclesonide,SmallMoleculeDrug,P23141,Liver carboxylesterase 1
DB01410,Ciclesonide,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01410,Ciclesonide,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB01411,Pranlukast,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB01411,Pranlukast,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01412,Theobromine,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB01412,Theobromine,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB01418,Acenocoumarol,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB01418,Acenocoumarol,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB01418,Acenocoumarol,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB01418,Acenocoumarol,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01420,Testosterone propionate,SmallMoleculeDrug,P21964,Catechol O-methyltransferase
DB01420,Testosterone propionate,SmallMoleculeDrug,P22309,UDP-glucuronosyltransferase 1-1
DB01420,Testosterone propionate,SmallMoleculeDrug,P18405,3-oxo-5-alpha-steroid 4-dehydrogenase 1
DB01420,Testosterone propionate,SmallMoleculeDrug,P31213,3-oxo-5-alpha-steroid 4-dehydrogenase 2
DB01420,Testosterone propionate,SmallMoleculeDrug,Q9H8P0,Polyprenol reductase
DB01420,Testosterone propionate,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01424,Aminophenazone,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB01424,Aminophenazone,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB01424,Aminophenazone,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01424,Aminophenazone,SmallMoleculeDrug,P33260,Cytochrome P450 2C18
DB01424,Aminophenazone,SmallMoleculeDrug,P05093,"Steroid 17-alpha-hydroxylase/17,20 lyase"
DB01424,Aminophenazone,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB01424,Aminophenazone,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB01424,Aminophenazone,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB01429,Aprindine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB01435,Antipyrine,SmallMoleculeDrug,P11509,Cytochrome P450 2A6
DB01435,Antipyrine,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB01435,Antipyrine,SmallMoleculeDrug,P33260,Cytochrome P450 2C18
DB01435,Antipyrine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB01435,Antipyrine,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB01435,Antipyrine,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB01435,Antipyrine,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB01435,Antipyrine,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB01435,Antipyrine,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB01435,Antipyrine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01437,Glutethimide,SmallMoleculeDrug,P05108,"Cholesterol side-chain cleavage enzyme, mitochondrial"
DB01445,Bufotenine,SmallMoleculeDrug,P21397,Amine oxidase [flavin-containing] A
DB01454,Midomafetamine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB01456,5-androstenedione,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01466,Ethylmorphine,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB01466,Ethylmorphine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01466,Ethylmorphine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB01466,Ethylmorphine,SmallMoleculeDrug,P16435,NADPH--cytochrome P450 reductase
DB01472,4-Methoxyamphetamine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB01482,Fenethylline,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB01483,Barbital,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01483,Barbital,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB01530,"5alpha-androstane-3alpha,17beta-diol",SmallMoleculeDrug,O75881,Cytochrome P450 7B1
DB01536,Androstenedione,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01536,Androstenedione,SmallMoleculeDrug,P42330,Aldo-keto reductase family 1 member C3
DB01544,Flunitrazepam,SmallMoleculeDrug,P11509,Cytochrome P450 2A6
DB01544,Flunitrazepam,SmallMoleculeDrug,P16662,UDP-glucuronosyltransferase 2B7
DB01544,Flunitrazepam,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB01544,Flunitrazepam,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB01544,Flunitrazepam,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01544,Flunitrazepam,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB01544,Flunitrazepam,SmallMoleculeDrug,P22309,UDP-glucuronosyltransferase 1-1
DB01544,Flunitrazepam,SmallMoleculeDrug,P35503,UDP-glucuronosyltransferase 1-3
DB01544,Flunitrazepam,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB01551,Dihydrocodeine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01551,Dihydrocodeine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB01558,Bromazepam,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB01558,Bromazepam,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB01558,Bromazepam,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB01559,Clotiazepam,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB01559,Clotiazepam,SmallMoleculeDrug,P33260,Cytochrome P450 2C18
DB01559,Clotiazepam,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB01559,Clotiazepam,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01561,Androstanedione,SmallMoleculeDrug,P42330,Aldo-keto reductase family 1 member C3
DB01562,1-(2-Phenylethyl)-4-phenyl-4-acetoxypiperidine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB01576,Dextroamphetamine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB01576,Dextroamphetamine,SmallMoleculeDrug,P46883,Primary amine oxidase
DB01577,Metamfetamine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB01580,Oxprenolol,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB01582,Sulfamethazine,SmallMoleculeDrug,P9WJI5,Arylamine N-acetyltransferase
DB01583,Liotrix,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB01583,Liotrix,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01586,Ursodeoxycholic acid,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01586,Ursodeoxycholic acid,SmallMoleculeDrug,Q9HB55,Cytochrome P450 3A43
DB01586,Ursodeoxycholic acid,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB01586,Ursodeoxycholic acid,SmallMoleculeDrug,P24462,Cytochrome P450 3A7
DB01587,Ketazolam,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01588,Prazepam,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01589,Quazepam,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB01589,Quazepam,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB01589,Quazepam,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01589,Quazepam,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB01590,Everolimus,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB01590,Everolimus,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01591,Solifenacin,SmallMoleculeDrug,P04798,Cytochrome P450 1A1
DB01591,Solifenacin,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB01591,Solifenacin,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01593,Zinc,SmallMoleculeDrug,P00915,Carbonic anhydrase 1
DB01595,Nitrazepam,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01595,Nitrazepam,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB01598,Imipenem,SmallMoleculeDrug,P16444,Dipeptidase 1
DB01598,Imipenem,SmallMoleculeDrug,P0AD63,Beta-lactamase SHV-1
DB01598,Imipenem,SmallMoleculeDrug,P62593,Beta-lactamase TEM
DB01598,Imipenem,SmallMoleculeDrug,Q939N4,Beta-lactamase
DB01598,Imipenem,SmallMoleculeDrug,Q9L5C7,Beta-lactamase
DB01598,Imipenem,SmallMoleculeDrug,Q840M4,Beta-lactamase
DB01598,Imipenem,SmallMoleculeDrug,Q93LQ9,Beta-lactamase
DB01601,Lopinavir,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01601,Lopinavir,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB01601,Lopinavir,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB01601,Lopinavir,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB01601,Lopinavir,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB01601,Lopinavir,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB01601,Lopinavir,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01601,Lopinavir,SmallMoleculeDrug,Q9HB55,Cytochrome P450 3A43
DB01601,Lopinavir,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB01601,Lopinavir,SmallMoleculeDrug,P24462,Cytochrome P450 3A7
DB01609,Deferasirox,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01609,Deferasirox,SmallMoleculeDrug,P22309,UDP-glucuronosyltransferase 1-1
DB01609,Deferasirox,SmallMoleculeDrug,P35503,UDP-glucuronosyltransferase 1-3
DB01609,Deferasirox,SmallMoleculeDrug,O60656,UDP-glucuronosyltransferase 1-9
DB01609,Deferasirox,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB01609,Deferasirox,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB01611,Hydroxychloroquine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01611,Hydroxychloroquine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB01611,Hydroxychloroquine,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB01612,Amyl Nitrite,SmallMoleculeDrug,P05091,"Aldehyde dehydrogenase, mitochondrial"
DB01621,Pipotiazine,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB01621,Pipotiazine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB01621,Pipotiazine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01623,Thiothixene,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB01623,Thiothixene,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB01624,Zuclopenthixol,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01624,Zuclopenthixol,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB01628,Etoricoxib,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB01628,Etoricoxib,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB01628,Etoricoxib,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB01628,Etoricoxib,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB01628,Etoricoxib,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB01628,Etoricoxib,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01645,Genistein,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB01645,Genistein,SmallMoleculeDrug,P00185,Cytochrome P450 1A1
DB01645,Genistein,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB01645,Genistein,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB01645,Genistein,SmallMoleculeDrug,P04800,Cytochrome P450 3A1
DB01645,Genistein,SmallMoleculeDrug,P05183,Cytochrome P450 3A2
DB01645,Genistein,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01656,Roflumilast,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01656,Roflumilast,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB01667,8-azaguanine,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB01685,Topiroxostat,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB01685,Topiroxostat,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB01685,Topiroxostat,SmallMoleculeDrug,P04798,Cytochrome P450 1A1
DB01685,Topiroxostat,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01685,Topiroxostat,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB01685,Topiroxostat,SmallMoleculeDrug,O60656,UDP-glucuronosyltransferase 1-9
DB01698,Rutin,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01708,Prasterone,SmallMoleculeDrug,P24462,Cytochrome P450 3A7
DB01708,Prasterone,SmallMoleculeDrug,P14061,Estradiol 17-beta-dehydrogenase 1
DB01708,Prasterone,SmallMoleculeDrug,Q06520,Bile salt sulfotransferase
DB01708,Prasterone,SmallMoleculeDrug,O00204,Sulfotransferase family cytosolic 2B member 1
DB01708,Prasterone,SmallMoleculeDrug,P14060,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1
DB01708,Prasterone,SmallMoleculeDrug,P22637,Cholesterol oxidase
DB01708,Prasterone,SmallMoleculeDrug,P05093,"Steroid 17-alpha-hydroxylase/17,20 lyase"
DB01752,S-adenosyl-L-homocysteine,SmallMoleculeDrug,P50135,Histamine N-methyltransferase
DB01764,Dalfopristin,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01844,"N,N-dimethylformamide",SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB01873,Epothilone D,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB01914,D-glucose,SmallMoleculeDrug,P19367,Hexokinase-1
DB01914,D-glucose,SmallMoleculeDrug,P35557,Glucokinase
DB01956,Taurine,SmallMoleculeDrug,O95932,Protein-glutamine gamma-glutamyltransferase 6
DB01956,Taurine,SmallMoleculeDrug,Q14032,Bile acid-CoA:amino acid N-acyltransferase
DB01987,Cocarboxylase,SmallMoleculeDrug,P20906,Benzoylformate decarboxylase
DB01987,Cocarboxylase,SmallMoleculeDrug,P37063,Pyruvate oxidase
DB01992,Coenzyme A,SmallMoleculeDrug,P9WQG9,Aminoglycoside 2'-N-acetyltransferase
DB02095,Isatin,SmallMoleculeDrug,P27338,Amine oxidase [flavin-containing] B
DB02134,Xanthine,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB02187,Equilin,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB02209,Pyridoxine phosphate,SmallMoleculeDrug,Q9NVS9,Pyridoxine-5'-phosphate oxidase
DB02209,Pyridoxine phosphate,SmallMoleculeDrug,A7BK78,Pyridoxine 5'-phosphate phosphatase
DB02211,(R)-N-methyl-N-2-propynyl-1-indanamine,SmallMoleculeDrug,P27338,Amine oxidase [flavin-containing] B
DB02300,Calcipotriol,SmallMoleculeDrug,P05164,Myeloperoxidase
DB02300,Calcipotriol,SmallMoleculeDrug,Q07973,"1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial"
DB02379,Beta-D-Glucose,SmallMoleculeDrug,P04746,Pancreatic alpha-amylase
DB02486,2-Hydroxyethyl Disulfide,SmallMoleculeDrug,P08263,Glutathione S-transferase A1
DB02489,9-Methylguanine,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB02509,Farnesol,SmallMoleculeDrug,P27338,Amine oxidase [flavin-containing] B
DB02520,Ditiocarb,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB02520,Ditiocarb,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB02520,Ditiocarb,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB02594,2'-Deoxycytidine,SmallMoleculeDrug,P27707,Deoxycytidine kinase
DB02701,Nicotinamide,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB02701,Nicotinamide,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB02701,Nicotinamide,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB02703,Fusidic acid,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB02703,Fusidic acid,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB02703,Fusidic acid,SmallMoleculeDrug,P22309,UDP-glucuronosyltransferase 1-1
DB02709,Resveratrol,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB02709,Resveratrol,SmallMoleculeDrug,P04798,Cytochrome P450 1A1
DB02709,Resveratrol,SmallMoleculeDrug,Q16678,Cytochrome P450 1B1
DB02709,Resveratrol,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB02709,Resveratrol,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB02709,Resveratrol,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB02709,Resveratrol,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB02709,Resveratrol,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB02709,Resveratrol,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB02789,Pregnenolone,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB02845,Methylphosphinic Acid,SmallMoleculeDrug,P06276,Cholinesterase
DB02901,Stanolone,SmallMoleculeDrug,P05108,"Cholesterol side-chain cleavage enzyme, mitochondrial"
DB02901,Stanolone,SmallMoleculeDrug,P05093,"Steroid 17-alpha-hydroxylase/17,20 lyase"
DB02901,Stanolone,SmallMoleculeDrug,P11511,Aromatase
DB02901,Stanolone,SmallMoleculeDrug,P42330,Aldo-keto reductase family 1 member C3
DB02943,N-(4-Aminobutanoyl)-S-(4-methoxybenzyl)-L-cysteinylglycine,SmallMoleculeDrug,P08263,Glutathione S-transferase A1
DB03010,Patupilone,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB03088,Pidolic acid,SmallMoleculeDrug,P04746,Pancreatic alpha-amylase
DB03092,5-Hydroxymethyl-Chonduritol,SmallMoleculeDrug,P04746,Pancreatic alpha-amylase
DB03128,Acetylcholine,SmallMoleculeDrug,P22303,Acetylcholinesterase
DB03128,Acetylcholine,SmallMoleculeDrug,P06276,Cholinesterase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P27338,Amine oxidase [flavin-containing] B
DB03185,"1-Beta-Ribofuranosyl-1,3-Diazepinone",SmallMoleculeDrug,P32320,Cytidine deaminase
DB03247,Flavin mononucleotide,SmallMoleculeDrug,P16435,NADPH--cytochrome P450 reductase
DB03424,Ubenimex,SmallMoleculeDrug,P16444,Dipeptidase 1
DB03439,"4,6-dideoxy-4-amino-alpha-D-glucose",SmallMoleculeDrug,P04746,Pancreatic alpha-amylase
DB03496,Alvocidib,SmallMoleculeDrug,P22309,UDP-glucuronosyltransferase 1-1
DB03515,Equilenin,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB03568,Butyric Acid,SmallMoleculeDrug,P06276,Cholinesterase
DB03575,Phencyclidine,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB03602,S-benzylglutathione,SmallMoleculeDrug,P08263,Glutathione S-transferase A1
DB03615,Ribostamycin,SmallMoleculeDrug,P9WQG9,Aminoglycoside 2'-N-acetyltransferase
DB03701,Vanoxerine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB03756,Doconexent,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB03766,Propanoic acid,SmallMoleculeDrug,Q13547,Histone deacetylase 1
DB03766,Propanoic acid,SmallMoleculeDrug,Q969S8,Histone deacetylase 10
DB03766,Propanoic acid,SmallMoleculeDrug,Q96DB2,Histone deacetylase 11
DB03766,Propanoic acid,SmallMoleculeDrug,Q92769,Histone deacetylase 2
DB03766,Propanoic acid,SmallMoleculeDrug,O15379,Histone deacetylase 3
DB03766,Propanoic acid,SmallMoleculeDrug,P56524,Histone deacetylase 4
DB03766,Propanoic acid,SmallMoleculeDrug,Q9UQL6,Histone deacetylase 5
DB03766,Propanoic acid,SmallMoleculeDrug,Q9UBN7,Histone deacetylase 6
DB03766,Propanoic acid,SmallMoleculeDrug,Q8WUI4,Histone deacetylase 7
DB03766,Propanoic acid,SmallMoleculeDrug,Q9BY41,Histone deacetylase 8
DB03766,Propanoic acid,SmallMoleculeDrug,Q9UKV0,Histone deacetylase 9
DB03783,Phenacetin,SmallMoleculeDrug,P04798,Cytochrome P450 1A1
DB03783,Phenacetin,SmallMoleculeDrug,Q16696,Cytochrome P450 2A13
DB03783,Phenacetin,SmallMoleculeDrug,P11509,Cytochrome P450 2A6
DB03783,Phenacetin,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB03783,Phenacetin,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB03783,Phenacetin,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB03783,Phenacetin,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB03783,Phenacetin,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB03783,Phenacetin,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB03822,Ethyl dihydrogen phosphate,SmallMoleculeDrug,P06276,Cholinesterase
DB03894,N-Propargyl-1(S)-Aminoindan,SmallMoleculeDrug,P27338,Amine oxidase [flavin-containing] B
DB03971,Acarbose Derived Hexasaccharide,SmallMoleculeDrug,P04746,Pancreatic alpha-amylase
DB03976,Phosphorylisopropane,SmallMoleculeDrug,P06276,Cholinesterase
DB04070,6-Deoxyerythronolide B,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB04076,Hypoxanthine,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB04132,S-Hexylglutathione,SmallMoleculeDrug,P08263,Glutathione S-transferase A1
DB04147,Dodecyldimethylamine N-oxide,SmallMoleculeDrug,P27338,Amine oxidase [flavin-containing] B
DB04216,Quercetin,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB04216,Quercetin,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB04216,Quercetin,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB04216,Quercetin,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB04216,Quercetin,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB04216,Quercetin,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB04216,Quercetin,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB04216,Quercetin,SmallMoleculeDrug,Q9HB55,Cytochrome P450 3A43
DB04216,Quercetin,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB04216,Quercetin,SmallMoleculeDrug,P24462,Cytochrome P450 3A7
DB04250,Butyrylthiocholine,SmallMoleculeDrug,P06276,Cholinesterase
DB04307,5-Hydroxy-N-Propargyl-1(R)-Aminoindan,SmallMoleculeDrug,P27338,Amine oxidase [flavin-containing] B
DB04335,Inosine,SmallMoleculeDrug,P47989,Xanthine dehydrogenase/oxidase
DB04339,Carbocisteine,SmallMoleculeDrug,Q16878,Cysteine dioxygenase type 1
DB04339,Carbocisteine,SmallMoleculeDrug,P00439,Phenylalanine-4-hydroxylase
DB04339,Carbocisteine,SmallMoleculeDrug,Q9UNP4,"Lactosylceramide alpha-2,3-sialyltransferase"
DB04356,9-Deazaguanine,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB04379,N-Methyl-N-(Methylbenzyl)Formamide,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB04453,"4-O-(4,6-Dideoxy-4-{[4-[(4-O-Hexopyranosylhexopyranosyl)Oxy]-5,6-Dihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}Hexopyranosyl)Hexopyranose",SmallMoleculeDrug,P04746,Pancreatic alpha-amylase
